timestep,agent_id,temp_C,fan_speed_%,anomaly_flag,energy_kW,neighbor_adjustment
4,3,30.438257335919587,90.05358046457724,1,4.577218126874984,-0.6640606072901657
4,4,24.54023263390928,59.789055205551264,0,2.8314007118640467,0.4856504541106007
4,5,25.914258251612015,54.752750879847994,0,3.30077321307471,0.22821634861185958
5,0,26.124164244702552,60.71549368149517,0,3.5569303013967613,-0.4097102299455917
5,1,24.20757093989545,50.81550283109528,0,2.7734809081588914,0.09089294318824181
5,2,25.007315476592108,54.52991550395876,0,2.853784281266983,0.14517279040944986
5,3,24.264460612612957,68.73459977473469,0,3.6199737620070156,-0.36247905585400675
5,4,24.714603979385444,63.199680920683576,0,3.222448719413586,0.31722220020121583
5,5,23.71401341235102,51.862055356117985,0,3.0738535434129215,0.39721575795332675
6,0,23.847966841852962,56.98419149225322,0,3.4762909024454562,0.22595567887023937
6,1,25.2003942802767,62.84063292308576,0,3.1385792837987903,-0.41586003500495117
6,2,25.1810306155991,50.18394103233259,0,3.3389605730306555,-0.3985284571339679
6,3,26.492619608915806,63.03922519005201,0,3.189533168364715,-0.2757306905394402
6,4,24.399056460268856,64.92982810236049,0,2.547828778751788,0.14963289904721466
6,5,25.657648127995593,51.87349535656185,0,3.758717193061579,-0.13228419694056648
7,0,25.70293883855272,62.62277251994526,0,2.904162196722476,0.2948113035416484
7,1,24.788274533409634,53.90485975596089,0,4.0880676666358475,0.22245211526150532
7,2,25.033584051576018,53.54221358814098,0,2.9450912731608736,0.4404585843529143
7,3,24.82122977173932,50.30913233057735,0,3.2856001976368368,0.4283185625877254
7,4,24.638030214124264,57.7019545720385,0,3.3108199179614433,0.3511366715168569
7,5,25.171274995304163,68.72309548321562,0,2.501704488515205,0.196029796674973
8,0,25.184762978356105,69.80107700208526,0,2.6764252434438554,-0.35991598476347597
8,1,25.286229888278626,63.94031481990536,0,3.2243138105472937,0.20248408398710926
8,2,25.72409756796525,66.20226789358361,0,2.7584382510061887,0.3670723185801037
8,3,25.41203814904484,65.9659035793355,0,4.541092596261889,0.14996393077776515
8,4,25.185836926541125,56.75990313703072,0,3.0704723688209286,-0.12441704736005599
8,5,30.313120563984697,80.71884547593484,1,5.19839702719869,0.12793390412272987
9,0,24.668374555688086,50.74696377498429,0,3.0320794850163257,0.32260056065965825
9,1,25.05142401527637,65.39987106197222,0,2.5689020888282776,-0.2841789725031568
9,2,26.911228765913968,62.74859802996413,0,3.7373655033282134,0.22609133372266155
9,3,23.379885930673915,65.90372389537407,0,3.074581725907771,-0.22916774873792578
9,4,24.382544737794596,53.46588640141692,0,3.664520692243262,-0.34356295732891395
9,5,26.412363392224876,63.203947534354626,0,3.161992684384382,-0.22006610305405716
10,0,25.301837012368328,62.234414924687044,0,3.660540394591796,-0.08039993757221009
10,1,26.013528919349298,50.287869772595116,0,2.7169322137524876,-0.38392735949308376
10,2,28.16291520927588,97.10921168022014,1,5.555486789070035,-0.07747851273802442
10,3,29.96646350046733,89.46943541561131,1,4.759802804865023,-0.19844505228608078
10,4,26.234454121487268,50.90608019544089,0,3.529305522860495,-0.12538738537352878
10,5,25.930531001723967,63.1738726323789,0,3.0040932244078347,-0.3370655729185703
11,0,30.56967711282526,80.53022621083244,1,5.378663371910195,1.3206907242748729
11,1,26.26881345291628,59.16505780983033,0,2.5048738004692606,0.045616789315934936
11,2,25.35146171208275,68.10701283912127,0,2.9566008445745946,-0.30420886521070356
11,3,28.403112005509705,80.364436513031,1,4.6416644411338925,0.5490203202490704
11,4,29.275902521175045,96.89750621938909,1,4.534907903603739,0.9434054477668075
11,5,25.285612388772037,62.57885693559768,0,2.722836161895738,0.37747201352705295
12,0,24.49623931418791,53.548790875594456,0,3.35070185998093,0.25061475164085834
12,1,24.983278724828683,57.440361715855666,0,3.0469309533235127,0.27641296074199684
12,2,26.24228782067146,65.09085748169365,0,2.8241928498102893,-0.3968761311640674
12,3,26.044383045723464,56.400992020612236,0,3.008401536653104,0.3955232284962005
12,4,24.783167630169167,69.0012393410161,0,2.7547621268366487,0.4506071469375561
12,5,24.345423453413222,55.86421543396129,0,3.836954910274184,-0.17133545463008404
13,0,25.61654266361849,65.79236285589107,0,3.2668224413879168,-0.40879389695130963
13,1,25.060643646554983,58.83061002746754,0,2.729135315395155,0.38770418275829976
13,2,25.49107307318034,52.022453522455805,0,3.543152315239995,-0.41589319388500257
13,3,24.623169355505343,51.69675428170384,0,3.0928199749430547,0.48663957850117545
13,4,25.923483470727138,68.94497154767717,0,2.8090473077698714,0.4860010638228709
13,5,24.42524462299805,65.54293831854874,0,2.914621139315261,0.05840424973580505
14,0,24.758140606338955,59.37321283988253,0,2.9981748684038814,-0.44369672431816265
14,1,25.25817484827047,64.92089758530847,0,2.669107622579071,0.08336876509715963
14,2,23.843512022022335,67.3719825637892,0,2.662345234592904,-0.27640416148054736
14,3,25.179273985448333,51.475931294707976,0,3.005036960312718,0.053854284401320784
14,4,26.820609038053764,63.914973779692346,0,3.1624906740199714,-0.04545893523222677
14,5,25.697856509376543,50.90892760682916,0,3.0733368022953407,-0.21903681040776968
15,0,24.911254451496394,62.40265195603074,0,3.390523650592441,-0.22261881701886732
15,1,23.300883420552154,61.67312223701744,0,2.789697991327696,-0.42226536303501516
15,2,23.469834786348624,66.27590039413897,0,3.144990583522121,0.18473117255387927
15,3,23.943813434383486,68.65456966708027,0,3.7325835063417414,0.36606388950040836
15,4,28.10546789798901,87.529267337561,1,5.715829996172749,1.4618283879448333
15,5,23.6294923767273,69.39828795629207,0,3.541548949666165,0.3421189231357087
16,0,23.038188318947412,55.468141438614126,0,2.639482472534133,-0.4436245033490729
16,1,25.004194959774548,65.37974830361021,0,3.0187922375058966,0.444765729882428
16,2,24.749581033426846,52.5831883030299,0,2.360350610985007,0.4540510272587224
16,3,25.56929190247111,62.36256480915792,0,2.550143163264852,-0.1418372819671595
16,4,25.19386694886649,65.44636783471279,0,3.818959568452095,0.020163501111993387
16,5,26.64859833990559,67.5330720531669,0,3.702136336977282,-0.09651713378760296
17,0,26.191236139107584,54.25928323017821,0,3.351130067392045,-0.36362852441323024
17,1,29.402350235226386,91.79835373709267,1,5.0883660676495985,-0.1875752339288128
17,2,25.16010753533874,65.67306025482286,0,2.131653668747836,-0.10345721767872984
17,3,23.637294048515876,59.182715124765224,0,2.9777809204413526,0.48003257528547705
17,4,25.898142147838417,54.802912375563864,0,2.4235216958016004,-0.4241366718913361
17,5,25.293278596877478,53.637601687982894,0,2.6240480854690578,-0.1543327166761368
18,0,26.644074086897177,53.4463974240326,0,2.872255996986537,-0.3077109811913292
18,1,28.67574025228866,85.57180678063918,1,4.765515726415121,-1.233892398728833
18,2,23.85272890461398,57.28539722096151,0,2.923386870434683,0.0034172708548568798
18,3,24.44021959360593,67.47157248213554,0,3.085591964293689,0.4208724005318132
18,4,29.107510592588817,96.12402559586123,1,5.622389535575488,-0.946436941930868
18,5,24.779958642278686,62.36509543060592,0,2.079231534105766,-0.1310863604302276
19,0,25.681121673903064,67.90413675374398,0,2.6048256616813834,0.011677442115666126
19,1,24.897665926815385,60.65234532910046,0,2.6177838237598294,-0.25752949636527034
19,2,24.850475901951672,56.441583311663564,0,2.980883649050585,-0.28855199300345535
19,3,26.349713308058053,65.78342477214676,0,3.35265590277978,-0.0015578010709427215
19,4,30.14842616727419,91.73682236041758,1,5.618159211276495,-0.20502136131096194
19,5,24.299505397292194,62.91834482663202,0,2.4468801076142657,0.07077830466891188
20,0,25.02215274529297,54.74453583471989,0,3.0509461914148623,-0.39821752737959626
20,1,24.47948594470254,53.731340481026116,0,2.8051498464941216,-0.2149048313061529
20,2,22.997792382670227,69.64757233817213,0,3.2738568806220676,-0.38796109783194765
20,3,24.538582935545335,53.41775174780132,0,3.3021564903303027,0.168643219924431
20,4,26.634656391745843,55.599581873205686,0,3.6478448621749244,0.2694929331919369
20,5,24.389392674765986,60.1522075736891,0,2.2780471597341925,-0.25759026758491976
21,0,23.780567573464005,61.624764428452245,0,3.3190945258314537,-0.3456372847257977
21,1,24.478531113758272,56.732085563878414,0,3.0189594685265657,-0.36558532306102576
21,2,31.959840929559782,86.44707689949446,1,5.714811668781953,-0.7360780357087084
21,3,25.423843342332226,59.43152377100317,0,3.57662744826316,-0.08815908585273147
21,4,25.135783427512298,53.624661323313205,0,3.0357575676582598,-0.4335037326332225
21,5,25.934225649327846,52.79544753252579,0,3.101768337320485,0.2952673118598902
22,0,24.74521719147973,66.29149440462764,0,2.8723771915734626,0.16519722069620013
22,1,25.696899762745353,57.84890214845271,0,2.8695905871328637,0.3165994394715771
22,2,24.45886958361277,56.02755748328284,0,2.1078680369496445,0.24760938017625111
22,3,25.26154189901133,57.67782442746423,0,2.9123597884764543,0.043552861113988595
22,4,24.29214724646561,68.7966424722695,0,3.1147765044897193,0.12770805307141786
22,5,25.270797125995532,62.40145511857027,0,2.8338848344396794,0.03346109197632152
23,0,24.61008398086308,56.23444135591097,0,3.161528223471722,-0.25151086018553426
23,1,25.057252989775513,65.24917371481381,0,2.8089370212939535,0.37676563676174946
23,2,26.029579971079674,52.99834854697548,0,2.822144976701744,-0.2707486047673585
23,3,25.695684736084527,63.878968889342005,0,3.5422551435219805,0.042724443347596175
23,4,24.153291677722358,68.16901122667257,0,2.7948342500114336,0.08339179476612046
23,5,25.523492525083245,53.067028062321604,0,2.977766131635818,0.08622983201679724
24,0,24.837723024263877,67.44247817888302,0,3.0187661739801035,0.4321182824836124
24,1,25.384807385389372,64.14477268626797,0,3.0895536097116527,-0.34746095708573865
24,2,23.92684387376024,64.72888471249446,0,3.754731244849695,0.43436701476901485
24,3,24.208316143793134,69.69682397924669,0,2.9496852319601405,0.3388980864459341
24,4,27.03095288138999,57.980054077402606,0,3.2095810668431177,-0.44523836117796867
24,5,24.190316499791866,60.74791205875846,0,2.338057331253692,0.4198556164127605
25,0,26.016100437260572,59.044358817796144,0,2.6726103131830437,-0.27539517706001804
25,1,24.803405548731245,59.9673554547896,0,2.890910572100932,-0.08107455049545209
25,2,25.86436789520428,62.64528575839061,0,2.2620379038815623,-0.48690554341166636
25,3,24.784889047556135,51.70699336157288,0,2.557389636503332,0.49687425184594736
25,4,24.457947029813035,64.99920940798356,0,3.059714625388991,-0.29009440690441424
25,5,24.54107039449581,50.730993356961896,0,2.781256423503843,-0.027933054890000752
26,0,26.11086581523223,58.81525493876456,0,1.936259457180251,-0.09923693912467402
26,1,24.72584992473572,67.23571242027035,0,2.8514236536016835,0.44611546213363273
26,2,25.666579102096595,58.17468342196193,0,2.4693843935560964,-0.47461364433965514
26,3,25.74854271451797,50.54191985006967,0,3.5086220379976636,-0.27802783806705056
26,4,25.07899662210987,53.57089324108667,0,2.9478619416051166,0.1527461078518747
26,5,24.807739681473493,64.44533863711318,0,2.850071676980161,0.35569646810628575
27,0,26.31711779414398,54.09968590831642,0,2.5971642542774953,-0.20685226973898674
27,1,25.260906417793695,58.42849101184996,0,2.4995545694458787,0.39267171107697485
27,2,24.006799015240702,57.59384816334534,0,2.6734778363780616,0.09029494251480774
27,3,23.975656518002975,61.0409436170396,0,3.701917672793746,-0.06387347086468331
27,4,25.777458152138188,65.99710511894631,0,2.9876166997453706,-0.07478649553076655
27,5,29.074709437539784,90.83268429321734,1,5.450217329739221,-0.7263369437003931
28,0,23.96924209619414,55.44614653038738,0,3.040326968901621,-0.48160932345253327
28,1,25.156676204078146,55.48110441374412,0,2.6086508889539872,0.05417800251579341
28,2,24.624681823844053,50.21991657316961,0,3.210774965052716,-0.3631143699311927
28,3,25.2048237874511,62.010337208673064,0,3.3930763935782053,0.16503667454625548
28,4,24.873518807943842,57.66277056498995,0,3.322637299165475,0.018917705282837538
28,5,28.66513347502432,94.7606723285274,1,4.62419800188769,0.3094563283991647
29,0,23.780787806618378,57.11345432929898,0,2.6806243810331787,0.2190459051842455
29,1,24.240480888934446,63.27342330725296,0,4.052952825934956,0.436829739324758
29,2,25.486053491465086,51.02851626968501,0,2.392328006805529,-0.0036337527987636564
29,3,25.91941866102854,52.131965062675434,0,2.718729429949645,-0.42486221826419124
29,4,26.580021882904624,58.696546772074925,0,2.9810941389483965,-0.2535979667608932
29,5,25.505926191244416,55.44290274459925,0,3.389021779850692,0.0902306668690871
30,0,23.944521688690074,60.838018947567164,0,2.9095019123965296,0.3729458358764083
30,1,25.447832358344833,63.84553129035705,0,3.432312290221849,0.3491956515653193
30,2,23.778758510641804,69.75336015993294,0,2.976838037064886,0.44405933968661326
30,3,30.822300690062754,98.50496634831332,1,4.770863017691,0.2038356916578885
30,4,25.357311785213668,69.42116490330736,0,2.9146910496136833,0.4442664891134339
30,5,25.02265470090437,56.382009464865114,0,3.0119024557982983,0.32891547415067734
31,0,30.38507951392821,84.60017674575406,1,4.680850328665918,-1.2691403951123725
31,1,26.004604900458816,51.30712681597885,0,2.6421570791121987,-0.18470966216938967
31,2,24.479532126754513,62.517827528740185,0,3.4174183637146216,0.38597774823618713
31,3,25.06582719142034,68.78135397025792,0,3.4261921500261403,0.2987832357736654
31,4,25.978536760473165,58.03861827218484,0,2.7266272839479506,-0.020124379696091155
31,5,24.64359798287938,58.42714004554141,0,3.5813537908470803,0.2375823015888915
32,0,24.7597116095291,55.74477983308164,0,2.67808523333587,-0.2036918795440099
32,1,24.972252090090574,57.68653294319363,0,3.0936858930146083,0.17964728269306984
32,2,24.867421557482707,67.58236615124329,0,2.6697660627930158,0.4447320222914103
32,3,24.10182238275016,69.82337252273953,0,3.15296389847362,-0.2683282986165566
32,4,25.93368233150691,60.25377022033017,0,3.6484434231150864,-0.2693301882822413
32,5,24.50148757886019,65.59168947133506,0,2.777809152335898,-0.1498747408332699
33,0,31.876410520563244,97.67571769926852,1,5.8916284247928195,1.4847234679393058
33,1,26.136403398391884,63.92041236107585,0,2.7717014825002093,-0.34610409366014494
33,2,24.435831410936174,60.73948845786827,0,2.7185519748294213,0.09293993484170315
33,3,24.50976904761249,67.77496159737954,0,2.844919376025606,0.45565149822975337
33,4,25.434799282231474,61.01714741218279,0,3.4334438615621883,-0.41301324008858986
33,5,23.89654461758838,64.4684022737717,0,2.7076279840232322,-0.004124264921229193
34,0,28.880732807799244,93.66517527319192,1,4.61419628923545,1.0536207421463062
34,1,27.021545940698896,66.49361931850298,0,2.7876524908318716,-0.15219079209780695
34,2,23.688482985868756,67.57259972710315,0,3.185019421059016,0.2974260216069281
34,3,25.65638574495789,63.94942923338567,0,3.202909612442919,0.1801407717603004
34,4,24.480646940077058,67.61741518397857,0,3.1922248429642988,0.371843527745232
34,5,31.30326700225905,82.57739734946891,1,5.002678281388713,0.7305247688748233
35,0,25.3346020438288,60.14935467521673,0,3.160164811695375,-0.4936141282831664
35,1,25.15287925441592,62.63627054033337,0,3.0185746192624596,-0.2401964189358402
35,2,26.196106996413928,52.13961277653917,0,3.085452169771404,0.261027902502028
35,3,24.923763574090437,62.652437862678966,0,3.1116086103081355,0.43202810551001747
35,4,25.140436663912407,51.35674118210344,0,3.1634049393509707,-0.19903643305318375
35,5,25.1063757393175,56.917661139059135,0,2.7199516740243306,0.12091551776747711
36,0,31.486147224609503,99.46977938354794,1,5.953316782928537,0.748955495228774
36,1,26.252419223387474,63.665907532130106,0,2.973699895570805,-0.05409729362325166
36,2,24.016104497407348,65.89619097499859,0,2.9289038714050375,0.19368222578148864
36,3,25.19504057101696,63.0902242856227,0,2.7743685477053086,-0.22674047300179068
36,4,24.822069777235548,68.87231840335198,0,2.5412165485066245,-0.0802726830738777
36,5,23.77957986326021,69.67955295919657,0,2.7232367720475024,-0.09066599368495698
37,0,24.431302455671005,50.62268165769023,0,2.732351567554943,0.15166682537588505
37,1,24.934279057285945,69.36386855829443,0,3.446918332635251,-0.31447448429687885
37,2,25.566172432999696,66.89566456233776,0,3.289016032116031,0.2610239909429989
37,3,25.157216935761177,65.93074581952352,0,3.283601503035405,-0.018477648487449927
37,4,25.299982350671765,58.60611789798925,0,2.6970401932406762,-0.2994752732996633
37,5,25.10248353192863,55.379868088701954,0,2.727579337010048,0.29755910063718816
38,0,24.778480928162896,51.44893775589118,0,2.989844381446205,-0.10750644359331518
38,1,23.73287774121142,63.899637722530855,0,3.304165862457719,0.3601223971892046
38,2,24.980658418321497,52.0986035683635,0,2.771598112144171,-0.25795498413747253
38,3,24.997117968727544,62.36311468636238,0,2.536654124322983,0.20246497054410395
38,4,24.298945065620654,57.01253862418361,0,3.015064093267175,-0.46679689120863344
38,5,29.587693104806384,82.65431508086121,1,5.351311272392337,0.5683949074117973
39,0,24.605229746908787,52.091356806688005,0,2.822006671450456,0.1364302495436367
39,1,25.04770429593614,64.18121038901833,0,2.7412252889177706,0.3709691237460856
39,2,24.536429380743943,66.29650227493025,0,3.4356039927139097,-0.41988515361532486
39,3,26.053915252507462,59.046365690366,0,3.07903984187696,0.14357769519652497
39,4,24.704382706542216,51.207041679811276,0,3.081819758436298,-0.25289676598985356
39,5,24.743722153444544,69.51730511638263,0,3.1696663785607666,-0.16310420822889315
40,0,25.494949238278323,59.96391432906278,0,3.4517297750158003,0.055363550937631234
40,1,25.03040278253456,53.9908490185829,0,3.0480125306873047,0.18022824243129132
40,2,28.122610008823223,85.15365777022427,1,5.193934435108974,1.1048175162251415
40,3,24.613450830160502,56.91869985093926,0,3.629594705316013,-0.1289612370153973
40,4,23.750554510883624,64.50515320830273,0,3.8006948410120542,-0.01333105857529715
40,5,24.861898160047343,55.536555944701036,0,3.353463974994669,0.09235032859336223
41,0,25.426287914250768,62.63120440185041,0,2.4984767064826974,0.23311302241528098
41,1,25.39522414902619,53.59366217740484,0,3.1042695063295627,-0.26245667507612236
41,2,25.259040102084757,59.84555712896069,0,2.883404008402604,-0.25276892559682296
41,3,25.617358968518676,57.18466738799531,0,1.8605829517479697,0.09295085143492743
41,4,25.299424044461844,55.16266865402255,0,2.9652620891479233,0.1567366645412922
41,5,24.625839038950488,69.39642090157089,0,3.138601552692286,-0.04621045861636075
42,0,23.32387398185601,66.57766731765219,0,3.101669556898481,-0.06911247633819406
42,1,26.200607832507448,53.340838158019,0,3.340088696845397,-0.33238078371168234
42,2,30.94560806026256,93.2760905524361,1,5.211946313624721,1.0325113469075915
42,3,25.824226763225475,54.116824200735365,0,3.0955156636106054,-0.3880803806022721
42,4,25.038708094628642,68.73211384589922,0,2.7249826194641633,-0.46065645933149035
42,5,25.586112061772464,56.32312209953501,0,2.9677133679565673,0.007234808688392436
43,0,28.593372803848354,99.73260245917695,1,5.947678044654069,-1.485180057196771
43,1,25.733062139761984,59.094797112677185,0,3.138595390359197,0.015596028579250243
43,2,24.303092988769986,50.59947179745356,0,3.161356009341631,-0.19207005840880909
43,3,25.490219124050057,69.3982409221454,0,2.5786337747305375,-0.4060992842105816
43,4,25.85846987632825,53.54299578894772,0,2.9344156481592316,0.19262595222616452
43,5,25.12033512411486,59.94349528016855,0,3.14598440098649,0.11784724020121384
44,0,24.64086333791216,68.61897391013956,0,3.0269994143500036,0.18952675103156114
44,1,25.51098417762335,57.87728811308317,0,2.5427980349078068,0.15123297704149208
44,2,25.804114058622414,65.64770968116547,0,2.89904798261422,0.0670162609866678
44,3,24.80467469176748,56.54066323126477,0,3.3856348673153427,0.16759338556358472
44,4,25.57717301902806,58.711666296258656,0,3.2541587728859587,0.3178342161750216
44,5,24.861542540572906,56.491716598005404,0,3.006231619032587,-0.13353846512860212
45,0,24.29186920080012,58.973872452450614,0,3.6210247261958566,-0.26245586912567254
45,1,26.313612128109096,62.38980692019229,0,3.4039268357370536,-0.03650595619942765
45,2,25.047313697817938,59.583637552594624,0,3.4504468104061523,-0.4743579341935643
45,3,23.88834202658912,61.60344738454665,0,2.341840501217243,0.03360254672687846
45,4,25.543978460413406,64.36246152452989,0,3.230187466997772,0.4555236959549347
45,5,28.783111942734184,80.15125749956285,1,5.471212071231904,1.1940916468499605
46,0,24.84888264977242,52.02841656898433,0,3.221229310576192,-0.014128240813674364
46,1,24.209127114279266,66.06051795665327,0,2.5585642731136917,0.039161276675254486
46,2,26.211614050071667,55.45248001467068,0,3.3092332756710108,-0.08645089847464849
46,3,25.440041679219643,53.62876695391254,0,2.612662218054546,0.02516338366706017
46,4,25.128380965599078,55.13125567402727,0,2.625108780466471,0.4629268752375798
46,5,25.17913130725173,50.86825065709638,0,3.545656171989538,0.13315137559402235
47,0,25.964922716536474,67.68412926696816,0,3.153588621018745,-0.2719202280510675
47,1,23.877915782560244,66.7972260573344,0,3.6998306972747756,0.40002312339801116
47,2,25.597732179407664,55.49612071096272,0,2.719667328453566,0.3226143185136784
47,3,24.461207500604907,62.47718649353146,0,3.111597664889521,-0.04823232126277088
47,4,25.41949019780233,67.25594155086458,0,2.70603583420888,-0.28326019990922435
47,5,28.094554344185347,92.83943000886532,1,5.410641054133171,0.14009223814221006
48,0,26.167594882706815,59.935337177183385,0,2.325875624495224,0.4877855202148873
48,1,24.357060345624216,58.5639922985123,0,3.655646722177627,0.21759776565817623
48,2,25.24214827919679,61.56773834012818,0,2.786340660124761,-0.22583933344019413
48,3,28.34263299838572,97.88381749328236,1,4.787800987078114,-0.5298853136534377
48,4,24.530748736349825,60.38119581816541,0,2.920985909721213,-0.4323874364077851
48,5,25.187028729432598,67.60158175122916,0,2.377641741518549,0.15087736904719418
49,0,24.061917394510946,63.389739103963805,0,2.5066127594879575,0.49413936122116753
49,1,26.338057909470162,59.30411224567436,0,3.167607603746418,-0.4398576573992148
49,2,24.20744608908984,60.71655368946163,0,3.251765433954715,-0.4033235503532804
49,3,24.411576045928186,63.29823448974436,0,3.494437270084175,0.2954499607897292
49,4,24.57287271894656,53.04832026660835,0,2.437142389514033,0.4924835021583752
49,5,25.970478159983347,60.41915954544084,0,3.0566867654559617,0.12358568800275971
50,0,31.021081681987233,82.55426967270469,1,5.739101445378792,0.8460842630111576
50,1,24.37120843159364,51.75285493527677,0,2.4675068185768887,0.4369578230310628
50,2,24.321521040528616,58.94405081009671,0,2.359592280919299,0.1005943333606173
50,3,24.995143270768086,69.84316029646625,0,3.335396309780657,0.35142495774509575
50,4,24.649130234994164,67.55948640890139,0,3.4665210988947157,0.36805669010745035
50,5,24.46552763708556,51.618385661025044,0,3.396816939814609,-0.09701982123483854
51,0,24.17073926691496,69.5122040171983,0,3.5252274062354862,0.14097207734533201
51,1,24.979978433003886,62.12505875501955,0,3.3271065196801146,0.26480980090299544
51,2,22.97942509311801,52.92747984324498,0,3.025582714764373,-0.13246557770846856
51,3,28.10324762779795,82.70332578309646,1,5.944672667383761,0.1485886076850509
51,4,23.558072874004626,60.122837256804885,0,2.7413881915230247,-0.060488311367089875
51,5,24.032244205727114,62.391759097956594,0,3.2399714919984817,0.15020109239815338
52,0,24.449066596029645,69.89732634339535,0,2.974937217519022,-0.44221943900363336
52,1,24.50927786916725,63.84322683388264,0,2.8790121254047487,-0.4377082018699373
52,2,23.77256109889243,62.47791672583277,0,3.364974099703667,0.02704146391165163
52,3,23.906497041267663,57.355187017545795,0,2.9100938392429265,-0.08587024747107297
52,4,25.702914807780836,50.22062528857295,0,3.3048793603168845,-0.08384600182023849
52,5,24.563004441398014,60.70620262905183,0,3.1567216021610185,-0.2847981279827625
53,0,28.964805830398166,99.51747509820107,1,5.702305667824485,1.3787299329631004
53,1,25.09566429473132,59.08754669119922,0,2.610772423647378,0.34435708273961596
53,2,29.952964548087113,83.00097329387968,1,4.98701389033509,0.7120712321633991
53,3,23.902479085654914,59.18893536811973,0,2.3545754408493034,0.2850165438370569
53,4,25.91386116363068,58.75206248110784,0,2.551671053791845,-0.24532937795394882
53,5,26.725846570612404,63.187078444115656,0,2.7577140307986645,0.3951177407065364
54,0,24.487605252184654,60.368160438904084,0,3.0673580769900988,-0.34983099918295835
54,1,26.610709798021297,50.833458012047686,0,3.054614132433095,-0.4152079839541968
54,2,24.358005813430683,55.930711625753105,0,3.519524529938821,-0.15029677025415045
54,3,24.16247121385445,53.48218670668169,0,3.2146611010109143,-0.4016043502866027
54,4,24.374629983510424,50.41889922061826,0,3.3518370351945466,-0.41782833252357265
54,5,25.796838148644653,62.49327137708528,0,2.6972819645722157,-0.1180603603471041
55,0,25.22494364981556,65.49267561275576,0,2.6297516600902533,0.14390425354113068
55,1,24.485185415695884,69.59940658717701,0,3.371136051232495,0.1018815896363221
55,2,25.596641000848322,63.12957214663005,0,3.2373716692774437,-0.3719042536338
55,3,24.164152644783172,58.788099793889046,0,2.2134573642495994,0.11293958249452551
55,4,24.612951094767123,53.94940979719875,0,2.8674174809101443,0.3869249002092695
55,5,25.688378790687796,67.22739992726872,0,2.7667690245724246,0.34651433869027803
56,0,25.6700501626867,59.2107899454828,0,2.67454185757613,0.34199855289006154
56,1,25.53030501493393,53.54857538939414,0,3.46938954299413,0.04502691889693833
56,2,24.924502599971696,64.51959819970591,0,2.9656427001128836,0.3177853298569451
56,3,25.99062645714691,64.65603089532502,0,3.0085086306944246,0.042237205491848284
56,4,23.480658889667627,61.30043985718032,0,3.031371759607457,0.1888853020500907
56,5,26.031802203266196,53.20143269909146,0,3.269272540507983,-0.03844252558021011
57,0,28.986715458086493,94.5292343022601,1,5.9877149270240455,-1.2024657012383524
57,1,24.535581240156223,61.101698986045726,0,3.235431361768244,0.2330712960296748
57,2,24.588286760625483,65.67583568970795,0,2.55591064539616,0.05422651413201662
57,3,31.043963040112374,80.70622709880479,1,5.618600674096848,-0.8925583195042878
57,4,23.840114747615274,52.97776100664889,0,2.5574767275086634,-0.19439578450978512
57,5,26.381571080986724,67.72391560930149,0,2.840145525754159,0.09304433418678415
